airbnb_listing_id,occ,rev_window,adr,nights,number_of_bedrooms,number_of_guests,listing_type,number_of_reviews,star_rating,is_professional,cleaning_fee,picture_count,min_nights,number_of_bathrooms,is_guest_favorite,can_instant_book,suburb,micro_zone,dist_beach_km,comp_300m,comp_1km,rev_annual_gross,occ_paid,bed_bucket,am_crib,am_workspace,am_pool,am_grill,am_gym,am_elevator,am_beach,am_seaview,am_spa,am_parking,am_dishwasher,tx_family,tx_couple,tx_group,tx_biz,tx_long,tx_luxury,tx_seafront,pets_ok,guests,bedrooms,beds,baths,beds_per_bed,guests_per_bed,cleaning_fee_c,price_wd,price_we,weekend_price_premium,occ_wd,occ_we,weekend_occ_lift,occ_high,occ_low,season_concentration,segment
1977915,0.8141732046155119,79382.90250407282,917.4734895634832,105,3,6,apartamento,42,4.880000114440918,False,240.0,42,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2044479273546331,424,1979,158951.07938171836,0.7327558841539608,3,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,6,3,3,2.0,1.0,2.0,240.0,850.0,850.0,0.0,1.0,1.0,0.0,,0.0,,Alto padrão e frente-mar
2951220,0.3364946358002191,29907.481596381265,805.2603567748625,105,3,5,apartamento,236,4.880000114440918,False,200.0,16,0,2.0,False,False,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,0.2347416699857953,98,416,59884.765250171855,0.3028451722201972,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,5,3,4,2.0,1.3333333333333333,1.6666666666666667,200.0,670.0,688.5,0.027611940298507553,0.33333333333333337,0.5,0.16666666666666663,0.7142857142857143,0.0,0.7142857142857143,Alto padrão e frente-mar
3263701,0.9709971145975972,151609.39161712196,1484.358669324412,105,4,12,apartamento,42,4.900000095367432,False,250.0,62,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.074985328013713,379,1905,303572.62939221435,0.8738974031378376,4,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,12,4,4,4.0,1.0,3.0,250.0,1650.0,1650.0,0.0,1.0,1.0,0.0,,0.8378378378378378,,Alto padrão e frente-mar
3977675,0.8140311212882754,20546.586706078197,237.50776581863897,105,0,5,apartamento,21,4.619999885559082,False,50.0,8,0,1.0,False,False,Meia Praia,Meia Praia (inland),0.9309929023905876,11,704,41141.12776833317,0.7326280091594478,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,3,1.0,3.0,5.0,50.0,198.0,198.0,0.0,0.33333333333333337,0.25,-0.08333333333333337,0.6785714285714286,0.5405405405405406,0.13803088803088803,Casais e escapadas curtas
6569062,0.0394652234629495,3315.4662600061756,740.1300761622404,105,3,6,apartamento,21,4.949999809265137,False,250.0,13,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1482290476573018,158,625,6638.670596034361,0.0355187011166545,3,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,6,3,3,2.0,1.0,2.0,250.0,750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.027027027027026973,-0.027027027027026973,Famílias
8287843,0.6720096971976683,48274.783762517865,669.1479601443511,105,2,6,apartamento,42,4.880000114440918,False,270.0,16,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0628020033345261,264,1344,96662.23763457856,0.6048087274779015,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,6,2,2,2.0,1.0,3.0,270.0,700.0,700.0,0.0,0.8888888888888888,1.0,0.11111111111111116,0.8928571428571429,0.0,0.8928571428571429,Famílias
8838629,0.7929502547481151,66624.93196747724,789.4784371055215,105,3,15,apartamento,88,4.699999809265137,True,200.0,40,0,2.0,False,True,Morretes,Morretes,0.0254974837167355,91,691,133405.3620604352,0.7136552292733036,3,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,15,3,11,2.0,3.6666666666666665,5.0,200.0,650.0,650.0,0.0,0.8888888888888888,1.0,0.11111111111111116,0.8928571428571429,0.08108108108108103,0.8117760617760619,Alto padrão e frente-mar
8936081,0.957303590077822,52733.87085947364,523.236493485427,105,2,5,apartamento,35,4.889999866485596,False,250.0,25,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0225791928714513,285,1829,105590.819038891,0.8615732310700398,2,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,2,4,2.0,2.0,2.5,250.0,460.0,460.0,0.0,1.0,1.0,0.0,,0.4864864864864865,,Famílias
9327293,0.9477554871855214,93653.30216645788,938.0442837530428,105,4,9,apartamento,50,4.960000038146973,False,450.0,40,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0542192940571108,317,1908,187525.18486278516,0.8529799384669693,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,9,4,5,3.0,1.25,2.25,450.0,900.0,900.0,0.0,0.5555555555555556,0.75,0.19444444444444442,0.8214285714285714,0.5405405405405406,0.2808880308880308,Grupos e amigos
9658725,0.9888152928942624,35328.52129155749,340.0334496018014,105,2,6,apartamento,165,4.639999866485596,False,250.0,14,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.1901203553462863,67,1592,70739.49698381175,0.8899337636048362,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6,2,3,2.0,1.5,3.0,250.0,300.0,300.0,0.0,1.0,1.0,0.0,,0.7297297297297297,,Famílias
9784227,0.9759298865692324,45904.476450492526,447.3018013403739,105,2,6,apartamento,24,4.539999961853027,False,180.0,51,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.2476052791794633,209,1110,91916.0908721384,0.8783368979123092,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,4,2.0,2.0,3.0,180.0,480.0,480.0,0.0,1.0,1.0,0.0,0.9285714285714286,,,Famílias
10340400,0.9960650349005848,35105.41408571406,335.57685363790347,105,3,6,apartamento,55,4.929999828338623,False,250.0,18,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.2969640446506418,436,1995,70292.76185486089,0.8964585314105263,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,4,2.0,1.3333333333333333,2.0,250.0,300.0,300.0,0.0,1.0,1.0,0.0,,0.8918918918918919,,Famílias
10982940,0.5207216675649109,106481.63754218216,1882.415311991902,105,4,8,apartamento,7,5.0,False,300.0,35,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.1099770450178676,256,1201,213211.79608914387,0.4686495008084198,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,8,4,5,4.0,1.25,2.0,300.0,1800.0,1800.0,0.0,0.33333333333333337,0.25,-0.08333333333333337,0.6785714285714286,0.0,0.6785714285714286,Alto padrão e frente-mar
11044577,0.7671725628000589,33838.785241984006,413.70447806975153,105,1,4,apartamento,26,4.380000114440918,False,306.0,40,0,1.0,False,True,Centro,Centro,0.2394284283726012,179,747,67756.54794057901,0.6904553065200529,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1.0,1.0,4.0,306.0,378.0,378.0,0.0,1.0,1.0,0.0,0.8571428571428572,0.3513513513513513,0.5057915057915059,Casais e escapadas curtas
11567423,0.7773576250295701,75287.52904010726,909.035201018411,105,3,6,apartamento,24,4.880000114440918,False,400.0,41,0,2.0,False,True,Centro,Centro,0.0847708456680579,152,746,150750.77412662678,0.6996218625266131,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6,3,4,2.0,1.3333333333333333,2.0,400.0,790.0,790.0,0.0,0.8888888888888888,0.9166666666666666,0.02777777777777779,0.7142857142857143,0.05405405405405406,0.6602316602316602,Famílias
12067632,0.9626588206700616,72625.46775378252,716.8374291410108,105,3,8,apartamento,21,5.0,False,350.0,35,0,3.0,True,False,Meia Praia,Meia Praia (inland),0.5306211560406882,273,1927,145420.43848136746,0.8663929386030554,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,8,3,3,3.0,1.0,2.6666666666666665,350.0,720.0,720.0,0.0,1.0,1.0,0.0,,0.7027027027027026,,Grupos e amigos
12359560,0.9357879473627332,77046.03357212445,780.9794926097552,105,3,6,apartamento,29,4.789999961853027,False,295.0,30,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.0341250878489539,176,1102,154271.88742236997,0.84220915262646,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6,3,4,3.0,1.3333333333333333,2.0,295.0,550.0,790.0,0.4363636363636363,1.0,1.0,0.0,,0.027027027027026973,,Famílias
12490354,0.6433343904492206,52976.68897292628,765.4015343990568,105,3,6,apartamento,42,4.980000019073486,False,250.0,39,0,2.0,True,False,Centro,Centro,0.1834328018034471,167,679,106077.02198699748,0.5790009514042985,3,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6,3,3,2.0,1.0,2.0,250.0,749.0,749.0,0.0,1.0,1.0,0.0,0.9642857142857143,0.4054054054054054,0.5588803088803089,Famílias
12931525,0.9225514332447602,47530.04591784092,488.2891761395222,105,3,6,apartamento,20,4.849999904632568,True,300.0,23,0,1.0,False,False,Meia Praia,Meia Praia (beach band),0.2220311048196698,392,1878,95171.0237770134,0.8302962899202841,3,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,6,3,3,1.0,1.0,2.0,300.0,400.0,400.0,0.0,0.9259259259259259,1.0,0.07407407407407407,0.9642857142857143,0.0,0.9642857142857143,Famílias
13522176,0.940568540689624,217893.93664526657,2198.130555324115,105,5,15,apartamento,144,4.829999923706055,False,435.0,34,0,6.0,False,False,Meia Praia,Meia Praia (beach band),0.1750326821324569,448,1971,436296.42313368333,0.8465116866206618,4,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,15,5,7,6.0,1.4,3.0,435.0,2300.0,2700.0,0.17391304347826098,1.0,1.0,0.0,,0.7297297297297297,,Alto padrão e frente-mar
14872547,0.6339229057971574,40586.573206082045,594.6704663178544,105,2,5,apartamento,32,4.690000057220459,False,230.0,44,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0820415612594145,286,1692,81267.87275359302,0.5705306152174416,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,5,2,2,2.0,1.0,2.5,230.0,673.5,690.75,0.025612472160356337,1.0,1.0,0.0,0.75,0.5405405405405406,0.20945945945945943,Famílias
14884678,0.9370715941304374,68396.68154056015,692.4119063476974,105,3,6,apartamento,20,4.699999809265137,False,250.0,28,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0447233274787981,341,1871,136952.9963513479,0.8433644347173936,3,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,6,3,3,2.0,1.0,2.0,250.0,595.0,595.0,0.0,1.0,1.0,0.0,,0.0,,Famílias
15024197,0.9775894577815988,75307.32799547224,732.6386088113964,105,3,8,apartamento,12,4.75,False,250.0,24,0,2.0,False,False,Centro,Centro,0.1338594290247403,182,726,150790.4182467915,0.879830512003439,3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,8,3,5,2.0,1.6666666666666667,2.6666666666666665,250.0,800.0,800.0,0.0,1.0,1.0,0.0,0.8571428571428572,,,Grupos e amigos
15500038,0.5428667370218169,30212.89126691889,513.2473730083033,105,3,9,apartamento,25,4.880000114440918,False,300.0,12,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1733525600522941,221,1116,60496.29739694715,0.4885800633196352,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,9,3,4,2.0,1.3333333333333333,3.0,300.0,455.6,428.2,-0.060140474100087826,0.7407407407407407,0.6666666666666667,-0.07407407407407396,0.4285714285714286,0.0,0.4285714285714286,Grupos e amigos
15523493,0.8472898195872092,58977.40482827014,656.4630950738945,105,3,8,apartamento,96,4.960000038146973,False,250.0,30,0,2.0,True,True,Meia Praia,Meia Praia (beach band),0.0627830293090253,353,1882,118092.458966276,0.7625608376284883,3,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,8,3,6,2.0,2.0,2.6666666666666665,250.0,800.0,450.0,-0.4375,0.8888888888888888,1.0,0.11111111111111116,0.8571428571428572,0.21621621621621623,0.640926640926641,Grupos e amigos
15549803,0.9307284457857178,74466.42861794021,758.689798877887,105,4,8,apartamento,82,4.929999828338623,False,350.0,53,0,3.0,True,False,Morretes,Morretes,0.0690463372872632,96,678,149106.656888944,0.837655601207146,4,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,8,4,6,3.0,1.5,2.0,350.0,490.0,490.0,0.0,0.5185185185185186,0.8333333333333334,0.31481481481481477,0.6071428571428572,0.08108108108108103,0.5260617760617762,Grupos e amigos
15732070,0.8497197356182465,70377.15586706327,781.237924926284,105,3,6,apartamento,40,4.949999809265137,False,240.0,17,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.0213160850717031,130,550,140918.56729868508,0.7647477620564219,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,6,3,4,3.0,1.3333333333333333,2.0,240.0,766.5,790.0,0.030658838878016903,0.9444444444444444,0.875,-0.06944444444444442,0.7857142857142857,0.5405405405405406,0.24517374517374513,Famílias
15754075,0.9211146266778966,70056.24576592224,720.7631787169712,105,3,9,apartamento,36,4.920000076293945,False,450.0,37,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0464383077889296,260,1439,140275.99811373692,0.8290031640101069,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,9,3,5,3.0,1.6666666666666667,3.0,450.0,600.0,600.0,0.0,0.8888888888888888,0.9166666666666666,0.02777777777777779,0.8571428571428572,0.5405405405405406,0.31660231660231664,Grupos e amigos
15791567,0.9294995309509378,62035.15989344204,632.8216823164682,105,3,10,apartamento,22,4.090000152587891,False,300.0,26,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.0733751995096905,308,1819,124215.10569198692,0.836549577855844,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,10,3,5,3.0,1.6666666666666667,3.3333333333333335,300.0,550.0,550.0,0.0,1.0,1.0,0.0,,0.4054054054054054,,Grupos e amigos
15909831,0.6780563018779502,58470.10995915232,803.6016115309479,105,3,6,apartamento,32,4.940000057220459,False,190.0,26,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0132179399034404,117,511,117076.6852358188,0.6102506716901552,3,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,6,3,4,3.0,1.3333333333333333,2.0,190.0,790.0,790.0,0.0,1.0,1.0,0.0,0.9642857142857143,0.0,0.9642857142857143,Famílias
15934309,0.7560595763635639,69365.65398030914,859.837849429039,105,3,8,apartamento,32,4.940000057220459,False,320.0,23,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.1632154158713818,431,1976,138893.202747572,0.6804536187272076,3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,8,3,3,2.0,1.0,2.6666666666666665,320.0,790.0,790.0,0.0,1.0,1.0,0.0,,0.0,,Grupos e amigos
15980018,0.9873767332107882,52101.272180473075,502.15542760162856,105,2,5,apartamento,103,4.900000095367432,False,130.0,26,0,2.0,True,False,Centro,Centro,0.0470254171484959,141,550,104324.14523797488,0.8886390598897094,2,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,5,2,6,2.0,3.0,2.5,130.0,400.0,400.0,0.0,1.0,1.0,0.0,,0.4054054054054054,,Famílias
15980108,0.9092281561360548,159404.13805022926,1660.173992631283,105,4,10,apartamento,26,4.849999904632568,False,180.0,20,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.0311551807607893,164,1059,319180.3146741381,0.8183053405224494,4,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,10,4,5,3.0,1.25,2.5,180.0,1500.0,1500.0,0.0,1.0,1.0,0.0,,0.3513513513513513,,Alto padrão e frente-mar
16017693,0.9253598856249616,77297.70595121953,791.8329308154183,105,3,7,apartamento,41,4.900000095367432,True,350.0,23,0,3.0,True,True,Meia Praia,Meia Praia (beach band),0.3154271686418799,308,1451,154775.81956702386,0.8328238970624655,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,7,3,4,3.0,1.3333333333333333,2.3333333333333335,350.0,910.0,910.0,0.0,0.7777777777777778,0.8333333333333334,0.05555555555555558,0.7142857142857143,0.8108108108108107,-0.09652509652509644,Famílias
16105751,0.9643777353290132,32370.13638795092,318.96884845104745,105,2,4,apartamento,138,4.860000133514404,False,250.0,19,0,2.0,True,True,Centro,Centro,0.2038749765836531,179,729,64815.82250452803,0.867939961796112,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,4,2,2,2.0,1.0,2.0,250.0,250.0,250.0,0.0,0.9259259259259259,0.9166666666666666,-0.0092592592592593,0.8928571428571429,0.2432432432432432,0.6496138996138997,Casais e escapadas curtas
16177778,0.3197370396630567,27116.406066085565,767.2027631897428,105,3,8,apartamento,9,5.0,False,300.0,17,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.3076014312247919,312,1493,54296.10000637276,0.287763335696751,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3,4,3.0,1.3333333333333333,2.6666666666666665,300.0,824.8,600.0,-0.2725509214354995,0.5925925925925926,0.6666666666666667,0.07407407407407418,0.4642857142857143,0.0,0.4642857142857143,Grupos e amigos
16253828,0.6595722005230814,119211.71427503068,1682.0154195526466,105,3,7,apartamento,24,4.960000038146973,False,420.0,22,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0251146395178744,203,1415,238701.66070066465,0.5936149804707733,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,7,3,4,2.0,1.3333333333333333,2.3333333333333335,420.0,1599.5,1644.0,0.027821194123163417,0.8888888888888888,0.8333333333333334,-0.05555555555555547,0.8214285714285714,0.027027027027026973,0.7944015444015444,Alto padrão e frente-mar
16321793,0.6531789108429822,38820.96764822697,552.839057944526,105,3,7,apartamento,31,4.96999979019165,False,250.0,25,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.2122253636567486,174,826,77732.54083285574,0.587861019758684,3,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,7,3,5,2.0,1.6666666666666667,2.3333333333333335,250.0,450.0,450.0,0.0,0.8888888888888888,0.75,-0.13888888888888884,0.8571428571428572,0.0,0.8571428571428572,Famílias
16350860,0.6893206696883208,48431.23537762716,655.2978758376721,105,2,5,apartamento,10,4.900000095367432,False,230.0,34,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.1293634795159983,205,996,96975.50601238017,0.6203886027194888,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,2,2.0,1.0,2.5,230.0,663.0,640.0,-0.03469079939668174,1.0,1.0,0.0,,0.0,,Famílias
16451544,0.9692948084128136,60522.96273249969,593.5383864099568,105,3,6,apartamento,11,5.0,False,200.0,14,0,2.0,True,False,Centro,Centro,0.1909433302256742,174,740,121187.18200328804,0.8723653275715322,3,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,6,3,4,2.0,1.3333333333333333,2.0,200.0,500.0,500.0,0.0,1.0,1.0,0.0,,0.2432432432432432,,Famílias
16527828,0.3016481851594579,36680.07477186121,1098.192157393442,105,4,8,apartamento,18,4.829999923706055,False,350.0,24,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.1038061303092256,276,1250,73445.7583796504,0.2714833666435122,4,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,8,4,8,3.0,2.0,2.0,350.0,1050.0,1050.0,0.0,0.33333333333333337,0.0,-0.33333333333333337,0.6428571428571428,0.0,0.6428571428571428,Alto padrão e frente-mar
16570256,0.8486760794818189,47402.031275311456,526.8075175377036,105,3,10,apartamento,13,4.769999980926514,False,250.0,14,0,3.0,False,False,Meia Praia,Meia Praia (inland),0.4047937572631149,347,1960,94914.69571435938,0.7638084715336371,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,3,7,3.0,2.3333333333333335,3.3333333333333335,250.0,523.0,526.2143,0.006145889101338398,1.0,1.0,0.0,,0.3783783783783784,,Grupos e amigos
16586622,0.7929502547481151,55837.426758203925,661.6508731382958,105,3,6,apartamento,30,4.829999923706055,False,0.0,111,0,2.0,False,True,Meia Praia,Meia Praia (beach band),0.0892978645083002,286,1358,111805.17432779426,0.7136552292733036,3,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,6,3,3,2.0,1.0,2.0,0.0,600.0,600.0,0.0,0.962962962962963,0.8333333333333334,-0.12962962962962965,0.8928571428571429,0.0,0.8928571428571429,Famílias
16618715,0.4824144140509576,42774.86823194095,813.6507902005544,105,3,8,apartamento,59,4.920000076293945,False,189.0,15,0,2.0,True,False,Meia Praia,Meia Praia (beach band),0.0901546695382843,378,1924,85649.5701392243,0.4341729726458619,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,8,3,3,2.0,1.0,2.6666666666666665,189.0,790.0,790.0,0.0,0.7777777777777778,0.6666666666666667,-0.11111111111111105,0.6071428571428572,0.0,0.6071428571428572,Grupos e amigos
16644316,0.5742334153927277,50308.82521173279,809.9756852529732,105,3,8,apartamento,12,5.0,False,300.0,36,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.0221510533998484,179,1652,100735.06784941327,0.5168100738534549,3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,8,3,3,2.0,1.0,2.6666666666666665,300.0,770.0,770.0,0.0,0.11111111111111116,0.0,-0.11111111111111116,0.5357142857142857,0.3783783783783784,0.1573359073359073,Grupos e amigos
16662563,0.6955236044456874,129401.25554276064,1736.0384316396846,105,4,11,apartamento,56,4.880000114440918,True,350.0,61,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.0856360112295733,313,1798,259104.52494245957,0.6259712440011187,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,11,4,7,3.0,1.75,2.75,350.0,1728.0,1728.0,0.0,0.8888888888888888,0.8333333333333334,-0.05555555555555547,0.8214285714285714,0.5405405405405406,0.2808880308880308,Alto padrão e frente-mar
16992951,0.7648315909623116,53644.340896473695,657.7412724539139,105,3,8,apartamento,11,5.0,False,250.0,17,0,2.0,True,True,Centro,Centro,0.1713671500747762,170,680,107413.88408893054,0.6883484318660804,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,3,5,2.0,1.6666666666666667,2.6666666666666665,250.0,500.0,500.0,0.0,0.7777777777777778,0.8333333333333334,0.05555555555555558,0.5357142857142857,0.0,0.5357142857142857,Grupos e amigos
17013106,0.7063100263334595,135609.43053320574,1792.9579790884325,105,4,8,apartamento,29,4.659999847412109,False,350.0,62,0,4.0,False,False,Morretes,Morretes,0.0467726121947052,19,450,271535.36438765633,0.6356790237001135,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,8,4,6,4.0,1.5,2.0,350.0,1500.0,1500.0,0.0,0.5555555555555556,0.5,-0.05555555555555558,0.7857142857142857,0.3783783783783784,0.4073359073359073,Alto padrão e frente-mar
17294276,0.947240884608376,99742.31391429226,999.542866998186,105,4,9,apartamento,21,4.949999809265137,False,300.0,27,0,4.0,False,False,Meia Praia,Meia Praia (beach band),0.1082102367980525,396,1937,199717.41970373943,0.8525167961475383,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9,4,5,4.0,1.25,2.25,300.0,850.0,850.0,0.0,0.962962962962963,0.8333333333333334,-0.12962962962962965,0.8928571428571429,0.3513513513513513,0.5415057915057916,Grupos e amigos
17570590,0.7696643082045523,135186.70620218132,1647.6963368112831,105,4,10,apartamento,45,4.820000171661377,True,420.0,32,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.0332277635904195,256,1376,270688.92911535327,0.6926978773840972,4,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,10,4,6,3.0,1.5,2.5,420.0,1574.0,1574.0,0.0,0.8333333333333334,0.875,0.04166666666666663,0.8571428571428572,0.0,0.8571428571428572,Alto padrão e frente-mar
18395333,0.7891659313137894,55311.811577271736,658.3928500552291,105,3,8,apartamento,63,4.980000019073486,False,450.0,26,0,3.0,True,False,Meia Praia,Meia Praia (beach band),0.006681384972484,230,1769,110752.7172153285,0.7102493381824105,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8,3,6,3.0,2.0,2.6666666666666665,450.0,600.0,600.0,0.0,1.0,1.0,0.0,,0.08108108108108103,,Grupos e amigos
18505349,0.9700809341161236,77193.80536924422,756.4501728976954,105,3,6,apartamento,23,4.829999923706055,False,380.0,27,0,2.0,True,False,Centro,Centro,0.0624094729092445,72,430,154567.77590607916,0.8730728407045114,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,3,4,2.0,1.3333333333333333,2.0,380.0,650.0,650.0,0.0,1.0,1.0,0.0,,0.18918918918918914,,Famílias
18506998,0.9862709351491392,45447.74088588245,438.4893709455906,105,2,4,apartamento,29,5.0,False,180.0,22,0,2.0,True,False,Centro,Centro,0.1832137669359002,180,747,91001.55375272447,0.8876438416342252,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,2.0,1.5,2.0,180.0,350.0,350.0,0.0,1.0,1.0,0.0,,0.5405405405405406,,Casais e escapadas curtas
18735821,0.8735482489270454,25626.785329419297,277.1546602009979,105,2,8,apartamento,10,4.199999809265137,False,250.0,15,0,2.0,False,False,Meia Praia,Meia Praia (beach band),0.3180419119015928,424,1832,51313.38185808704,0.7861934240343409,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2,3,2.0,1.5,4.0,250.0,250.0,250.0,0.0,1.0,1.0,0.0,,0.3783783783783784,,Grupos e amigos
20555680,0.978713269045917,26418.093525770277,256.7351984720214,105,1,4,apartamento,12,4.829999923706055,False,150.0,18,0,1.0,False,False,Centro,Centro,0.0190665493619235,117,511,52897.845111079536,0.8808419421413254,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,1,1.0,1.0,4.0,150.0,200.0,200.0,0.0,1.0,1.0,0.0,,0.4864864864864865,,Casais e escapadas curtas
20618105,0.8947398175530681,56010.499878041985,592.2310647558571,105,2,5,apartamento,15,4.730000019073486,False,300.0,31,0,2.0,False,False,Meia Praia,Meia Praia (inland),0.3715939238009058,393,1714,112151.72450853136,0.8052658357977613,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,2,2,2.0,1.0,2.5,300.0,634.3333,640.0,0.00893331628656413,0.5185185185185186,0.6666666666666667,0.14814814814814814,0.5714285714285714,,,Famílias
20863370,0.980120899398308,62283.12232654072,604.4607788254298,105,3,7,apartamento,25,4.880000114440918,False,410.0,41,0,3.0,False,False,Meia Praia,Meia Praia (beach band),0.0971804939614985,283,1281,124711.6092858827,0.8821088094584771,3,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,7,3,5,3.0,1.6666666666666667,2.3333333333333335,410.0,500.0,500.0,0.0,1.0,1.0,0.0,,0.5135135135135135,,Famílias
