airbnb_listing_id,latitude,longitude,suburb,country,state,city,aquisition_date,dist_beach_km,comp_300m,comp_1km,micro_zone
1217995628954539177,-27.123724,-48.6064053,Meia Praia,Brasil,Santa Catarina,Itapema,2024-08-19 19:14:07.088,0.20129528354191498,349,1502,Meia Praia (beach band)
911476333007658783,-27.1410007477,-48.5929985046,Meia Praia,Brasil,Santa Catarina,Itapema,2023-07-31 19:10:00.000,0.2753068521293808,252,1205,Meia Praia (beach band)
873904497165304605,-27.0969390869,-48.6135101318,Centro,Brasil,Santa Catarina,Itapema,2023-07-31 19:01:36.000,0.06507254015646882,157,753,Centro
890900550062113228,-27.1410007477,-48.5909996033,Meia Praia,Brasil,Santa Catarina,Itapema,2023-07-31 19:02:36.000,0.12165653279320475,209,1061,Meia Praia (beach band)
860105942454694413,-27.1329994202,-48.5970001221,Meia Praia,Brasil,Santa Catarina,Itapema,2023-04-25 16:25:08.000,0.0902285916548821,334,1896,Meia Praia (beach band)
859925561562240250,-27.1299991608,-48.5999984741,Meia Praia,Brasil,Santa Catarina,Itapema,2023-04-25 16:25:27.000,0.09920556330308188,407,1899,Meia Praia (beach band)
852046515625649276,-27.0979995728,-48.6129989624,Centro,Brasil,Santa Catarina,Itapema,2023-04-25 16:25:28.000,0.007522966234372871,121,730,Centro
970832114891296635,-27.1299991608,-48.6010017395,Meia Praia,Brasil,Santa Catarina,Itapema,2023-09-18 19:03:48.000,0.180322665289528,449,1912,Meia Praia (beach band)
970977720659867193,-27.1319999695,-48.5970001221,Meia Praia,Brasil,Santa Catarina,Itapema,2023-09-18 19:03:59.000,0.021061044378175506,293,1872,Meia Praia (beach band)
1272260793182499350,-27.115806807361427,-48.612170194394494,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:06:11.238,0.3876225841594584,143,671,Morretes
1281758835621348169,-27.116397810359203,-48.60760821359106,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-18 19:06:11.239,0.02030460396681855,84,769,Meia Praia (beach band)
1288385969078879370,-27.1190342601219,-48.61368622630835,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:06:32.439,0.6463338503052108,105,806,Morretes
1288588610295836762,-27.117697055455302,-48.61090511083603,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:09.110,0.33711593541555157,200,831,Morretes
1288656593144142253,-27.13879365557208,-48.59310359236958,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:09.110,0.17799891671382972,355,1382,Meia Praia (beach band)
1287074659587569490,-27.14069421150437,-48.59583143144846,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:09.110,0.5131564092259115,226,1367,Meia Praia (inland)
1280559161534348023,-27.093643939966583,-48.61309494865722,Centro,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:09.110,0.19426053577298302,243,725,Centro
1286416941361791037,-27.093979708222665,-48.61448115568775,Centro,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:09.110,0.288473600370878,245,734,Centro
1279869079785736400,-27.130258624319385,-48.61785224750361,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:16.335,1.5482625786436315,15,160,Morretes
1283539179400796224,-27.065536315257933,-48.59541267156601,Ilhota,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:43.992,0.09879671991317808,27,39,Ilhota
1285599150590499228,-27.1098665,-48.6114216,Morretes,Brasil,Santa Catarina,Itapema,2024-11-18 19:08:45.896,0.04711755645726382,21,468,Morretes
977781796633174473,-27.1340007782,-48.5960006714,Meia Praia,Brasil,Santa Catarina,Itapema,2023-09-18 19:06:08.000,0.08573789772905083,313,1798,Meia Praia (beach band)
1049252938343196470,-27.12700080871582,-48.60300064086914,Meia Praia,Brasil,Santa Catarina,Itapema,2024-01-01 19:00:47.752,0.14002868160267398,349,1743,Meia Praia (beach band)
1053585584811665551,-27.07762908935547,-48.61124420166016,Sertaozinho,Brasil,Santa Catarina,Itapema,2024-01-01 19:00:47.749,0.05750727202143794,2,34,Sertaozinho
1052992749655623271,-27.131999969482425,-48.59799957275391,Meia Praia,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:34.853,0.09018044030604526,369,1939,Meia Praia (beach band)
1052089199306202045,-27.124000549316406,-48.604000091552734,Meia Praia,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:25.277,0.024372666469565426,252,1523,Meia Praia (beach band)
1050824626350559241,-27.137039184570312,-48.59724807739258,Meia Praia,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:52.314,0.3959771892502746,382,1710,Meia Praia (inland)
1049346394602716663,-27.138999938964844,-48.59199905395508,Meia Praia,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:43.836,0.08925779055443807,283,1302,Meia Praia (beach band)
1056566030515743391,-27.113000869750977,-48.61000061035156,Morretes,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:51.452,0.09773004232345425,51,562,Morretes
979822999058425359,-27.12800025939941,-48.60300064086914,Meia Praia,Brasil,Santa Catarina,Itapema,2023-10-24 16:54:41.622,0.20964617779704287,401,1812,Meia Praia (beach band)
1311575286815584867,-27.10569,-48.61557,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2024-12-16 19:00:58.983,0.2656171105893772,111,442,Tabuleiro dos Oliveiras
1307955803685092822,-27.13983,-48.59642,Meia Praia,Brasil,Santa Catarina,Itapema,2024-12-16 19:01:03.526,0.5200975788885666,274,1471,Meia Praia (inland)
1306710539582154841,-27.14043336763247,-48.59911626389052,Meia Praia,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:05.258,0.77331157561202,130,1379,Meia Praia (inland)
1310200744046984553,-27.121329717329584,-48.611037503807424,Morretes,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:05.258,0.513518154113276,123,1140,Morretes
1298079782772415239,-27.1209595,-48.6099513,Morretes,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:05.258,0.39861212301182786,201,1163,Morretes
1309554958048522886,-27.123287266824537,-48.60590044557381,Meia Praia,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:08.172,0.13233688874539637,341,1475,Meia Praia (beach band)
1303003604588140707,-27.1352106,-48.59979449999999,Meia Praia,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:03.395,0.4601819069070475,320,1950,Meia Praia (inland)
1308253688292379707,-27.14019793651279,-48.59546759982659,Meia Praia,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:03.395,0.45653540902339734,281,1404,Meia Praia (inland)
1310264822884912762,-27.09629307152957,-48.61420368332907,Centro,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:03.395,0.15754428946932725,180,775,Centro
1299200884719674733,-27.096718155419413,-48.62382162362337,Varzea,Brasil,Santa Catarina,Itapema,2024-12-16 19:06:01.684,1.0695013448313975,16,319,Varzea
1315402405706071677,-27.134932458918406,-48.59820216894149,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:04:35.684,0.3192646339208896,408,1899,Meia Praia (beach band)
1321895804777519579,-27.11799,-48.61032,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:04:35.684,0.2931466353881258,212,876,Morretes
1314599881514092715,-27.11664850617017,-48.61111441837782,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:04:35.684,0.3180937729467824,194,746,Morretes
1318162382615121900,-27.132774837306037,-48.60375562369656,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:04:23.456,0.5804320180808515,229,1869,Meia Praia (inland)
1318157437821801284,-27.138142616396607,-48.59283674508333,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:57.229,0.12248156487293461,305,1412,Meia Praia (beach band)
1315378265846987588,-27.132241151251264,-48.59749445952455,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:57.229,0.07023524587808418,342,1914,Meia Praia (beach band)
1319557868224326182,-27.098193949255897,-48.61472634103565,Centro,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:53.515,0.16365918361149848,167,744,Centro
1305912340453612514,-27.13525828545236,-48.59920095652342,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:53.515,0.41837371604811585,338,1951,Meia Praia (inland)
1316604682338226124,-27.11625606763655,-48.61074214927114,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:53.515,0.2687139900299498,175,739,Morretes
1315529790295837216,-27.12000201800145,-48.61016783863306,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:08:53.515,0.3709208093000031,207,1071,Morretes
1321693375598269627,-27.12899,-48.62385,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:09:03.130,2.0132493289905122,7,85,Morretes
1315531524716923051,-27.1209595,-48.6099513,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:09:15.367,0.39861212301182786,201,1163,Morretes
1190830635876293330,-27.117448572974027,-48.61475948066866,Morretes,Brasil,Santa Catarina,Itapema,2025-01-06 19:09:15.367,0.6882393090069259,81,633,Morretes
1313863643918666408,-27.132762005035502,-48.60750304803747,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:09:15.367,0.8846388139076046,111,1541,Meia Praia (inland)
1315513068814871645,-27.129903158089444,-48.608366720328746,Meia Praia,Brasil,Santa Catarina,Itapema,2025-01-06 19:09:15.367,0.7570249300384452,102,1548,Meia Praia (inland)
1059563894852615252,-27.138999938964844,-48.59299850463867,Meia Praia,Brasil,Santa Catarina,Itapema,2024-02-12 19:02:05.871,0.17859761516897824,359,1362,Meia Praia (beach band)
1059771355274004427,-27.10300064086914,-48.619998931884766,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2024-02-12 19:02:30.258,0.6948124021892472,11,502,Tabuleiro dos Oliveiras
1060022326239750129,-27.090999603271484,-48.61299896240234,Centro,Brasil,Santa Catarina,Itapema,2024-02-12 19:02:30.258,0.3699665294202667,183,617,Centro
1005164324674982229,-27.12700080871582,-48.60599899291992,Meia Praia,Brasil,Santa Catarina,Itapema,2024-02-12 19:03:33.026,0.3720275514863809,361,1677,Meia Praia (inland)
1074536325107116342,-27.0939998626709,-48.61299896240234,Centro,Brasil,Santa Catarina,Itapema,2024-02-12 19:03:32.685,0.16244415557894376,236,738,Centro
1025974741530499489,-27.10264205932617,-48.61312103271485,Centro,Brasil,Santa Catarina,Itapema,2024-02-12 19:04:34.874,0.014027428503189056,136,596,Centro
1060030042730634983,-27.121000289916992,-48.61600112915039,Morretes,Brasil,Santa Catarina,Itapema,2024-02-12 19:04:34.531,0.9394464387587342,47,719,Morretes
981794745903466594,-27.1311954,-48.6043871,Meia Praia,Brasil,Santa Catarina,Itapema,2025-11-17 19:05:40.716,0.5316198111432222,298,1865,Meia Praia (inland)
1193496259129259761,-27.09306,-48.61326,Centro,Brasil,Santa Catarina,Itapema,2025-12-01 19:03:33.261,0.24734683181542166,240,702,Centro
1263782720733351995,-27.11925091714605,-48.61110627651215,Morretes,Brasil,Santa Catarina,Itapema,2025-10-20 19:00:48.848,0.4173812906301513,186,943,Morretes
16433733,-27.13441,-48.60028,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:46:17.108,0.4368742390878866,348,1986,Meia Praia (inland)
41495109,-27.14205,-48.59131,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:46:07.350,0.23257863471348528,174,985,Meia Praia (beach band)
771366912915633484,-27.1268291473,-48.6030883789,Meia Praia,Brasil,Santa Catarina,Itapema,2023-01-19 12:18:27.000,0.1352253883476066,341,1724,Meia Praia (beach band)
773986911749214420,-27.1402893066,-48.5963401794,Meia Praia,Brasil,Santa Catarina,Itapema,2023-06-26 19:07:08.000,0.5388135522398446,245,1425,Meia Praia (inland)
16591695,-27.1317806244,-48.5982818604,Meia Praia,Brasil,Santa Catarina,Itapema,2022-11-30 19:45:22.000,0.09435001817797889,377,1949,Meia Praia (beach band)
659262137039564317,-27.13623,-48.59813,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:49:19.859,0.4059303796405443,388,1831,Meia Praia (inland)
769009482417170004,-27.1159992218,-48.6090011597,Morretes,Brasil,Santa Catarina,Itapema,2022-12-06 12:43:34.000,0.09689753329501127,134,726,Morretes
772603331815027558,-27.123670578,-48.6170692444,Morretes,Brasil,Santa Catarina,Itapema,2023-01-19 12:18:27.000,1.164783782471627,44,518,Morretes
17636492,-27.1255607605,-48.606338501,Meia Praia,Brasil,Santa Catarina,Itapema,2023-06-26 19:11:59.000,0.30983081519662764,382,1615,Meia Praia (beach band)
1035628196408986358,-27.10400009155273,-48.61299896240234,Centro,Brasil,Santa Catarina,Itapema,2023-12-11 19:00:40.853,0.0011260430293208818,110,493,Centro
41060336,-27.0883102417,-48.6103096008,Centro,Brasil,Santa Catarina,Itapema,2022-11-28 11:33:01.000,0.4365485034399862,34,470,Centro
30209117,-27.12226,-48.606,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 20:04:44.498,0.0929120575260123,299,1371,Meia Praia (beach band)
35506843,-27.097000122070312,-48.61399841308594,Centro,Brasil,Santa Catarina,Itapema,2024-02-12 19:03:02.494,0.10632102572426273,178,745,Centro
38730549,-27.12700080871582,-48.608001708984375,Meia Praia,Brasil,Santa Catarina,Itapema,2023-11-20 19:01:51.996,0.536263152971192,209,1625,Meia Praia (inland)
21699700,-27.09052,-48.61705,Casa Branca,Brasil,Santa Catarina,Itapema,2022-12-15 13:26:06.000,0.7172873453831782,51,621,Casa Branca
18271241,-27.09618,-48.61358,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.10619584592212586,210,770,Centro
54367133,-27.1261,-48.60551,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:48:53.663,0.2755660599139434,414,1648,Meia Praia (beach band)
54237040,-27.125023,-48.605911,Meia Praia,Brasil,Santa Catarina,Itapema,2022-03-02 14:56:49.148,0.241235526724283,397,1603,Meia Praia (beach band)
740566202542708128,-27.12195,-48.60894,Meia Praia,Brasil,Santa Catarina,Itapema,2022-11-08 18:24:34.000,0.3509100321097217,253,1266,Meia Praia (inland)
687742022165487214,-27.1408748626709,-48.60079193115234,Meia Praia,Brasil,Santa Catarina,Itapema,2023-11-06 19:02:29.675,0.935161642940908,55,1264,Meia Praia (inland)
729663458450271713,-27.13883,-48.59489,Meia Praia,Brasil,Santa Catarina,Itapema,2022-11-08 18:24:34.000,0.3320436779158969,369,1515,Meia Praia (beach band)
730437501239201082,-27.13304,-48.59873,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:57:17.082,0.22105005783827944,419,1988,Meia Praia (beach band)
708045427082372124,-27.0943841485,-48.6122039706,Centro,Brasil,Santa Catarina,Itapema,2022-10-03 13:39:14.000,0.07360351212864791,204,738,Centro
30402651,-27.1350097656,-48.6000709534,Meia Praia,Brasil,Santa Catarina,Itapema,2023-06-26 19:08:37.000,0.46583779916459095,301,1969,Meia Praia (inland)
52107212,-27.06548,-48.5977,Ilhota,Brasil,Santa Catarina,Itapema,2024-10-07 19:22:19.191,0.29452114945406066,20,45,Ilhota
52536443,-27.09896,-48.61409,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.10069586235203941,156,744,Centro
983414023585763213,-27.12910842895508,-48.6059799194336,Meia Praia,Brasil,Santa Catarina,Itapema,2023-11-06 19:02:57.223,0.5171243597450961,316,1759,Meia Praia (inland)
1274725970776707713,-27.091460128879067,-48.60959301068928,Centro,Brasil,Santa Catarina,Itapema,2024-11-04 19:00:49.678,0.10016579500772378,62,569,Centro
1261075083927841039,-27.1286247,-48.602929,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-04 19:00:58.427,0.24761930197679768,402,1846,Meia Praia (beach band)
1279089582401296369,-27.126185582622195,-48.60439337790013,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-04 19:06:04.560,0.19131372170569383,381,1680,Meia Praia (beach band)
1269119159660044936,-27.13920896666539,-48.591842056654926,Meia Praia,Brasil,Santa Catarina,Itapema,2024-11-04 19:06:03.442,0.08566676184422554,279,1278,Meia Praia (beach band)
1104976765484255707,-27.1259994506836,-48.60300064086914,Meia Praia,Brasil,Santa Catarina,Itapema,2024-03-18 19:01:37.494,0.07027698939766205,284,1681,Meia Praia (beach band)
46327705,-27.13223,-48.5969,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.027921743774876356,283,1875,Meia Praia (beach band)
1004136807267956914,-27.124889373779297,-48.60580062866211,Meia Praia,Brasil,Santa Catarina,Itapema,2023-11-06 19:00:57.889,0.22389447457758227,395,1596,Meia Praia (beach band)
29739100,-27.1362800598,-48.5939407349,Meia Praia,Brasil,Santa Catarina,Itapema,2023-06-26 19:08:39.000,0.08515069731636012,284,1568,Meia Praia (beach band)
1076812789641172407,-27.11937,-48.61069,Morretes,Brasil,Santa Catarina,Itapema,2024-10-07 20:16:20.038,0.3862426699380364,204,979,Morretes
957349094500016515,-27.09051,-48.61245,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:49:21.551,0.3613412406474138,145,603,Centro
31083803,-27.1357498169,-48.5962791443,Meia Praia,Brasil,Santa Catarina,Itapema,2023-08-28 19:02:52.000,0.23043743582803644,374,1731,Meia Praia (beach band)
1129248541782633263,-27.141000747680664,-48.59999847412109,Meia Praia,Brasil,Santa Catarina,Itapema,2024-04-22 19:00:47.170,0.8811241307835941,71,1267,Meia Praia (inland)
31454750,-27.09186,-48.60839,Canto da Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.012743367208227064,29,523,Canto da Praia
47512442,-27.13259,-48.59745,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.09285872566226988,356,1932,Meia Praia (beach band)
23299596,-27.13328,-48.5977,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.1628501127760084,391,1947,Meia Praia (beach band)
20618105,-27.13683,-48.59712,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:35:02.869,0.3715939238009058,393,1714,Meia Praia (inland)
29381085,-27.13393,-48.59852,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.27143757836275134,432,1987,Meia Praia (beach band)
30785010,-27.13524,-48.59563,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.1446628969424677,309,1714,Meia Praia (beach band)
32697747,-27.13467,-48.59709,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:57:17.082,0.21553676553707385,413,1845,Meia Praia (beach band)
38569669,-27.13246,-48.59748,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:46:08.078,0.08561753823930643,350,1928,Meia Praia (beach band)
41454399,-27.13247,-48.5979,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.11719715472286978,381,1952,Meia Praia (beach band)
45435621,-27.13592,-48.59648,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:49:19.771,0.25788524468492907,390,1733,Meia Praia (beach band)
47468878,-27.1381,-48.59443,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:34:42.394,0.2465811528875538,382,1528,Meia Praia (beach band)
48586673,-27.13571,-48.59473,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:22:07.731,0.10946031120131784,281,1624,Meia Praia (beach band)
1158058099432766385,-27.14080619812012,-48.59904861450195,Meia Praia,Brasil,Santa Catarina,Itapema,2024-06-10 19:00:55.576,0.7932299026278986,114,1331,Meia Praia (inland)
1139831117529014384,-27.10815620422364,-48.61417770385742,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2024-06-10 19:01:03.626,0.1858317672880558,63,423,Tabuleiro dos Oliveiras
1156649912857014385,-27.108009338378903,-48.61417007446289,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2024-06-10 19:01:03.914,0.17905524151443097,72,427,Tabuleiro dos Oliveiras
1090733476410044804,-27.1299991607666,-48.60499954223633,Meia Praia,Brasil,Santa Catarina,Itapema,2024-03-18 19:02:40.586,0.5033871126395222,359,1815,Meia Praia (inland)
1041935826250801258,-27.1299991607666,-48.59999847412109,Meia Praia,Brasil,Santa Catarina,Itapema,2023-12-18 19:00:58.081,0.09920556235050584,407,1899,Meia Praia (beach band)
1036316015400901078,-27.09000015258789,-48.61100006103516,Centro,Brasil,Santa Catarina,Itapema,2023-12-18 19:02:12.266,0.31135328757489134,77,549,Centro
1084956409800718038,-27.13529,-48.59885,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:34:42.394,0.39380231618620415,374,1917,Meia Praia (inland)
1088514611356100982,-27.10199928283692,-48.61346054077149,Centro,Brasil,Santa Catarina,Itapema,2024-02-26 19:01:37.719,0.04513802411611285,141,649,Centro
1087116894120974285,-27.09234,-48.61514,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:15:28.520,0.44296836066846945,185,680,Centro
1085490619549830143,-27.11828231811523,-48.6096076965332,Morretes,Brasil,Santa Catarina,Itapema,2024-02-26 19:01:13.014,0.23806555897730985,211,912,Morretes
1086114368658410156,-27.124000549316406,-48.604000091552734,Meia Praia,Brasil,Santa Catarina,Itapema,2024-02-26 19:01:32.751,0.024372666469565426,252,1523,Meia Praia (beach band)
1033866064868877388,-27.11899948120117,-48.61000061035156,Morretes,Brasil,Santa Catarina,Itapema,2023-12-04 19:01:47.033,0.3067118892498053,224,974,Morretes
1029871571812460364,-27.12203,-48.60628,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:56:46.976,0.10942400701639268,297,1348,Meia Praia (beach band)
1034050331755813941,-27.11813,-48.60709,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:15:29.550,0.012349809512103682,121,932,Meia Praia (beach band)
1034873975277447845,-27.12700080871582,-48.60499954223633,Meia Praia,Brasil,Santa Catarina,Itapema,2023-12-04 19:01:47.049,0.2946488753890321,393,1706,Meia Praia (beach band)
39394196,-27.12137,-48.60851,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:22:08.493,0.287521491548333,262,1223,Meia Praia (beach band)
781349166008760597,-27.1369991302,-48.6020011902,Meia Praia,Brasil,Santa Catarina,Itapema,2023-01-19 12:18:27.000,0.7556475780088838,118,1785,Meia Praia (inland)
39024482,-27.1317,-48.5999,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 20:00:56.504,0.20824348062132536,443,1973,Meia Praia (beach band)
27910707,-27.09154,-48.60982,Centro,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.10493547528152469,65,573,Centro
32605581,-27.09161,-48.61154,Centro,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.2143993796937627,175,613,Centro
40039627,-27.0902,-48.61245,Centro,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.3844686140637402,103,586,Centro
40237010,-27.0871906281,-48.6143417358,Alto Sao Bento,Brasil,Santa Catarina,Itapema,2023-06-26 19:08:19.000,0.7304975669920577,81,480,Alto Sao Bento
46878566,-27.09488,-48.61336,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.14591201624146172,238,757,Centro
48600810,-27.092176,-48.613792,Centro,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.34992895966777293,218,673,Centro
30564287,-27.12962,-48.59984,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:35:12.857,0.06271248402428722,351,1883,Meia Praia (beach band)
40835980,-27.13222,-48.59942,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:46:08.078,0.21115467014403502,431,1990,Meia Praia (beach band)
32606991,-27.13012,-48.6046,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.4806319009414136,365,1818,Meia Praia (inland)
42239404,-27.12951,-48.60349,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:34:41.998,0.35170362950602313,434,1853,Meia Praia (inland)
46792527,-27.10625,-48.6126,Centro,Brasil,Santa Catarina,Itapema,2024-10-07 19:57:51.608,0.015202106169191718,73,428,Centro
23078040,-27.12434,-48.60313,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.565,0.03208934096998733,179,1543,Meia Praia (beach band)
32717195,-27.12912,-48.60482,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.4284384374789475,407,1800,Meia Praia (inland)
42735835,-27.12217,-48.60558,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:46:10.017,0.050358692342665,272,1362,Meia Praia (beach band)
46566783,-27.12387,-48.60545,Meia Praia,Brasil,Santa Catarina,Itapema,2021-10-25 14:40:16.352,0.13158205031464687,352,1512,Meia Praia (beach band)
46924699,-27.12649,-48.6086,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.5536017155172523,157,1558,Meia Praia (inland)
21601396,-27.1297607422,-48.6054115295,Meia Praia,Brasil,Santa Catarina,Itapema,2023-06-26 19:13:20.000,0.518655744033002,338,1778,Meia Praia (inland)
1122097984724843177,-27.121000289916992,-48.60699844360352,Meia Praia,Brasil,Santa Catarina,Itapema,2024-04-08 19:02:18.038,0.1331768354828994,271,1213,Meia Praia (beach band)
15639459,-27.12019,-48.606,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:25:51.942,0.008987920941246204,193,1140,Meia Praia (beach band)
47844337,-27.11814,-48.6113,Morretes,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.559,0.39017240017942745,192,856,Morretes
51983017,-27.134571,-48.59547,Meia Praia,Brasil,Santa Catarina,Itapema,2022-01-11 19:06:34.950,0.08576255235520001,274,1740,Meia Praia (beach band)
53188113,-27.14036,-48.59536,Meia Praia,Brasil,Santa Catarina,Itapema,2022-01-11 19:12:10.988,0.4547918416264972,272,1387,Meia Praia (inland)
53914255,-27.12743,-48.60484,Meia Praia,Brasil,Santa Catarina,Itapema,2022-01-11 19:12:10.988,0.31229141980603664,403,1750,Meia Praia (beach band)
1228579526649749239,-27.1337,-48.61167,Leopoldo Zarling,Brasil,Santa Catarina,Itapema,2024-10-07 19:34:41.998,1.2768439119422539,22,607,Leopoldo Zarling
1213824251801309412,-27.1287625,-48.6023649,Meia Praia,Brasil,Santa Catarina,Itapema,2024-09-02 19:01:18.609,0.21267902084245469,394,1848,Meia Praia (beach band)
1226856286781952840,-27.09306,-48.61326,Centro,Brasil,Santa Catarina,Itapema,2025-09-22 19:01:45.100,0.24734683181542166,240,702,Centro
48719693,-27.13973426818848,-48.60034942626953,Meia Praia,Brasil,Santa Catarina,Itapema,2023-12-04 19:01:46.861,0.823334181733891,94,1476,Meia Praia (inland)
41008210,-27.09534,-48.61836,Varzea,Brasil,Santa Catarina,Itapema,2024-10-07 19:22:13.167,0.576364501699642,58,724,Varzea
1046947641852323449,-27.108999252319336,-48.6150016784668,Tabuleiro dos Oliveiras,Brasil,Santa Catarina,Itapema,2024-01-01 19:03:42.421,0.30040623897874175,53,431,Tabuleiro dos Oliveiras
38695314,-27.14043,-48.59737,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.565,0.6354746082284007,211,1421,Meia Praia (inland)
47260862,-27.14253,-48.59484,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:35:02.869,0.5175843530603368,114,1151,Meia Praia (inland)
816531385836499020,-27.13946,-48.59479,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:00:56.552,0.3603759249668342,368,1448,Meia Praia (inland)
47534961,-27.13552,-48.60018,Meia Praia,Brasil,Santa Catarina,Itapema,2024-10-07 19:57:17.082,0.5115601165558635,290,1935,Meia Praia (inland)
